soc_code,title,major_group_code,onet_text_enriched,onet_text_nlp
11-9171.00,Funeral Home Managers,11,Funeral Home Managers management executive leadership organization strategy Reading Comprehension Active Listening Writing Speaking Mathematics Science Critical Thinking Active Learning Learning Strategies Monitoring Social Perceptiveness Coordination Persuasion Negotiation Instructing Service Orientation Complex Problem Solving Operations Analysis Technology Design Equipment Selection Installation Programming Operations Monitoring Operation and Control Equipment Maintenance Troubleshooting Repairing Quality Control Analysis Judgment and Decision Making Systems Analysis Systems Evaluation Time Management Management of Financial Resources Management of Material Resources Management of Personnel Resources,funeral home managers management executive leadership organization strategy reading comprehension active listening writing speaking mathematics science critical thinking active learning learning strategies monitoring social perceptiveness coordination persuasion negotiation instructing service orientation complex problem solving operations analysis technology design equipment selection installation programming operations monitoring operation and control equipment maintenance troubleshooting repairing quality control analysis judgment and decision making systems analysis systems evaluation time management management of financial resources management of material resources management of personnel resources
11-9179.01,Compliance Managers,11,Compliance Managers management executive leadership organization strategy Reading Comprehension Active Listening Writing Speaking Mathematics Science Critical Thinking Active Learning Learning Strategies Monitoring Social Perceptiveness Coordination Persuasion Negotiation Instructing Service Orientation Complex Problem Solving Operations Analysis Technology Design Equipment Selection Installation Programming Operations Monitoring Operation and Control Equipment Maintenance Troubleshooting Repairing Quality Control Analysis Judgment and Decision Making Systems Analysis Systems Evaluation Time Management Management of Financial Resources Management of Material Resources Management of Personnel Resources,compliance managers management executive leadership organization strategy reading comprehension active listening writing speaking mathematics science critical thinking active learning learning strategies monitoring social perceptiveness coordination persuasion negotiation instructing service orientation complex problem solving operations analysis technology design equipment selection installation programming operations monitoring operation and control equipment maintenance troubleshooting repairing quality control analysis judgment and decision making systems analysis systems evaluation time management management of financial resources management of material resources management of personnel resources
11-9179.02,Regulatory Affairs Managers,11,Regulatory Affairs Managers management executive leadership organization strategy Reading Comprehension Active Listening Writing Speaking Mathematics Science Critical Thinking Active Learning Learning Strategies Monitoring Social Perceptiveness Coordination Persuasion Negotiation Instructing Service Orientation Complex Problem Solving Operations Analysis Technology Design Equipment Selection Installation Programming Operations Monitoring Operation and Control Equipment Maintenance Troubleshooting Repairing Quality Control Analysis Judgment and Decision Making Systems Analysis Systems Evaluation Time Management Management of Financial Resources Management of Material Resources Management of Personnel Resources,regulatory affairs managers management executive leadership organization strategy reading comprehension active listening writing speaking mathematics science critical thinking active learning learning strategies monitoring social perceptiveness coordination persuasion negotiation instructing service orientation complex problem solving operations analysis technology design equipment selection installation programming operations monitoring operation and control equipment maintenance troubleshooting repairing quality control analysis judgment and decision making systems analysis systems evaluation time management management of financial resources management of material resources management of personnel resources
11-9199.01,Management Professional (11-9199.01),11,Management Professional (11-9199.01) management executive leadership organization strategy Reading Comprehension Active Listening Writing Speaking Mathematics Science Critical Thinking Active Learning Learning Strategies Monitoring Social Perceptiveness Coordination Persuasion Negotiation Instructing Service Orientation Complex Problem Solving Operations Analysis Technology Design Equipment Selection Installation Programming Operations Monitoring Operation and Control Equipment Maintenance Troubleshooting Repairing Quality Control Analysis Judgment and Decision Making Systems Analysis Systems Evaluation Time Management Management of Financial Resources Management of Material Resources Management of Personnel Resources,management professional (11-9199.01) management executive leadership organization strategy reading comprehension active listening writing speaking mathematics science critical thinking active learning learning strategies monitoring social perceptiveness coordination persuasion negotiation instructing service orientation complex problem solving operations analysis technology design equipment selection installation programming operations monitoring operation and control equipment maintenance troubleshooting repairing quality control analysis judgment and decision making systems analysis systems evaluation time management management of financial resources management of material resources management of personnel resources
11-9199.02,Management Professional (11-9199.02),11,Management Professional (11-9199.02) management executive leadership organization strategy Reading Comprehension Active Listening Writing Speaking Mathematics Science Critical Thinking Active Learning Learning Strategies Monitoring Social Perceptiveness Coordination Persuasion Negotiation Instructing Service Orientation Complex Problem Solving Operations Analysis Technology Design Equipment Selection Installation Programming Operations Monitoring Operation and Control Equipment Maintenance Troubleshooting Repairing Quality Control Analysis Judgment and Decision Making Systems Analysis Systems Evaluation Time Management Management of Financial Resources Management of Material Resources Management of Personnel Resources,management professional (11-9199.02) management executive leadership organization strategy reading comprehension active listening writing speaking mathematics science critical thinking active learning learning strategies monitoring social perceptiveness coordination persuasion negotiation instructing service orientation complex problem solving operations analysis technology design equipment selection installation programming operations monitoring operation and control equipment maintenance troubleshooting repairing quality control analysis judgment and decision making systems analysis systems evaluation time management management of financial resources management of material resources management of personnel resources
11-9199.08,Management Professional (11-9199.08),11,Management Professional (11-9199.08) management executive leadership organization strategy Reading Comprehension Active Listening Writing Speaking Mathematics Science Critical Thinking Active Learning Learning Strategies Monitoring Social Perceptiveness Coordination Persuasion Negotiation Instructing Service Orientation Complex Problem Solving Operations Analysis Technology Design Equipment Selection Installation Programming Operations Monitoring Operation and Control Equipment Maintenance Troubleshooting Repairing Quality Control Analysis Judgment and Decision Making Systems Analysis Systems Evaluation Time Management Management of Financial Resources Management of Material Resources Management of Personnel Resources,management professional (11-9199.08) management executive leadership organization strategy reading comprehension active listening writing speaking mathematics science critical thinking active learning learning strategies monitoring social perceptiveness coordination persuasion negotiation instructing service orientation complex problem solving operations analysis technology design equipment selection installation programming operations monitoring operation and control equipment maintenance troubleshooting repairing quality control analysis judgment and decision making systems analysis systems evaluation time management management of financial resources management of material resources management of personnel resources
11-9199.09,Management Professional (11-9199.09),11,Management Professional (11-9199.09) management executive leadership organization strategy Reading Comprehension Active Listening Writing Speaking Mathematics Science Critical Thinking Active Learning Learning Strategies Monitoring Social Perceptiveness Coordination Persuasion Negotiation Instructing Service Orientation Complex Problem Solving Operations Analysis Technology Design Equipment Selection Installation Programming Operations Monitoring Operation and Control Equipment Maintenance Troubleshooting Repairing Quality Control Analysis Judgment and Decision Making Systems Analysis Systems Evaluation Time Management Management of Financial Resources Management of Material Resources Management of Personnel Resources,management professional (11-9199.09) management executive leadership organization strategy reading comprehension active listening writing speaking mathematics science critical thinking active learning learning strategies monitoring social perceptiveness coordination persuasion negotiation instructing service orientation complex problem solving operations analysis technology design equipment selection installation programming operations monitoring operation and control equipment maintenance troubleshooting repairing quality control analysis judgment and decision making systems analysis systems evaluation time management management of financial resources management of material resources management of personnel resources
11-9199.10,Management Professional (11-9199.10),11,Management Professional (11-9199.10) management executive leadership organization strategy Reading Comprehension Active Listening Writing Speaking Mathematics Science Critical Thinking Active Learning Learning Strategies Monitoring Social Perceptiveness Coordination Persuasion Negotiation Instructing Service Orientation Complex Problem Solving Operations Analysis Technology Design Equipment Selection Installation Programming Operations Monitoring Operation and Control Equipment Maintenance Troubleshooting Repairing Quality Control Analysis Judgment and Decision Making Systems Analysis Systems Evaluation Time Management Management of Financial Resources Management of Material Resources Management of Personnel Resources,management professional (11-9199.10) management executive leadership organization strategy reading comprehension active listening writing speaking mathematics science critical thinking active learning learning strategies monitoring social perceptiveness coordination persuasion negotiation instructing service orientation complex problem solving operations analysis technology design equipment selection installation programming operations monitoring operation and control equipment maintenance troubleshooting repairing quality control analysis judgment and decision making systems analysis systems evaluation time management management of financial resources management of material resources management of personnel resources
11-9199.11,Management Professional (11-9199.11),11,Management Professional (11-9199.11) management executive leadership organization strategy Reading Comprehension Active Listening Writing Speaking Mathematics Science Critical Thinking Active Learning Learning Strategies Monitoring Social Perceptiveness Coordination Persuasion Negotiation Instructing Service Orientation Complex Problem Solving Operations Analysis Technology Design Equipment Selection Installation Programming Operations Monitoring Operation and Control Equipment Maintenance Troubleshooting Repairing Quality Control Analysis Judgment and Decision Making Systems Analysis Systems Evaluation Time Management Management of Financial Resources Management of Material Resources Management of Personnel Resources,management professional (11-9199.11) management executive leadership organization strategy reading comprehension active listening writing speaking mathematics science critical thinking active learning learning strategies monitoring social perceptiveness coordination persuasion negotiation instructing service orientation complex problem solving operations analysis technology design equipment selection installation programming operations monitoring operation and control equipment maintenance troubleshooting repairing quality control analysis judgment and decision making systems analysis systems evaluation time management management of financial resources management of material resources management of personnel resources
13-1011.00,"Agents and Business Managers of Artists, Performers, and Athletes",13,"Agents and Business Managers of Artists, Performers, and Athletes business finance accounting analysis planning operations Reading Comprehension Active Listening Writing Speaking Mathematics Science Critical Thinking Active Learning Learning Strategies Monitoring Social Perceptiveness Coordination Persuasion Negotiation Instructing Service Orientation Complex Problem Solving Operations Analysis Technology Design Equipment Selection Installation Programming Operations Monitoring Operation and Control Equipment Maintenance Troubleshooting Repairing Quality Control Analysis Judgment and Decision Making Systems Analysis Systems Evaluation Time Management Management of Financial Resources Management of Material Resources Management of Personnel Resources","agents and business managers of artists, performers, and athletes business finance accounting analysis planning operations reading comprehension active listening writing speaking mathematics science critical thinking active learning learning strategies monitoring social perceptiveness coordination persuasion negotiation instructing service orientation complex problem solving operations analysis technology design equipment selection installation programming operations monitoring operation and control equipment maintenance troubleshooting repairing quality control analysis judgment and decision making systems analysis systems evaluation time management management of financial resources management of material resources management of personnel resources"
13-1021.00,"Buyers and Purchasing Agents, Farm Products",13,"Buyers and Purchasing Agents, Farm Products business finance accounting analysis planning operations Reading Comprehension Active Listening Writing Speaking Mathematics Science Critical Thinking Active Learning Learning Strategies Monitoring Social Perceptiveness Coordination Persuasion Negotiation Instructing Service Orientation Complex Problem Solving Operations Analysis Technology Design Equipment Selection Installation Programming Operations Monitoring Operation and Control Equipment Maintenance Troubleshooting Repairing Quality Control Analysis Judgment and Decision Making Systems Analysis Systems Evaluation Time Management Management of Financial Resources Management of Material Resources Management of Personnel Resources","buyers and purchasing agents, farm products business finance accounting analysis planning operations reading comprehension active listening writing speaking mathematics science critical thinking active learning learning strategies monitoring social perceptiveness coordination persuasion negotiation instructing service orientation complex problem solving operations analysis technology design equipment selection installation programming operations monitoring operation and control equipment maintenance troubleshooting repairing quality control analysis judgment and decision making systems analysis systems evaluation time management management of financial resources management of material resources management of personnel resources"
13-1022.00,"Wholesale and Retail Buyers, Except Farm Products",13,"Wholesale and Retail Buyers, Except Farm Products business finance accounting analysis planning operations Reading Comprehension Active Listening Writing Speaking Mathematics Science Critical Thinking Active Learning Learning Strategies Monitoring Social Perceptiveness Coordination Persuasion Negotiation Instructing Service Orientation Complex Problem Solving Operations Analysis Technology Design Equipment Selection Installation Programming Operations Monitoring Operation and Control Equipment Maintenance Troubleshooting Repairing Quality Control Analysis Judgment and Decision Making Systems Analysis Systems Evaluation Time Management Management of Financial Resources Management of Material Resources Management of Personnel Resources","wholesale and retail buyers, except farm products business finance accounting analysis planning operations reading comprehension active listening writing speaking mathematics science critical thinking active learning learning strategies monitoring social perceptiveness coordination persuasion negotiation instructing service orientation complex problem solving operations analysis technology design equipment selection installation programming operations monitoring operation and control equipment maintenance troubleshooting repairing quality control analysis judgment and decision making systems analysis systems evaluation time management management of financial resources management of material resources management of personnel resources"
13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",13,"Purchasing Agents, Except Wholesale, Retail, and Farm Products business finance accounting analysis planning operations Reading Comprehension Active Listening Writing Speaking Mathematics Science Critical Thinking Active Learning Learning Strategies Monitoring Social Perceptiveness Coordination Persuasion Negotiation Instructing Service Orientation Complex Problem Solving Operations Analysis Technology Design Equipment Selection Installation Programming Operations Monitoring Operation and Control Equipment Maintenance Troubleshooting Repairing Quality Control Analysis Judgment and Decision Making Systems Analysis Systems Evaluation Time Management Management of Financial Resources Management of Material Resources Management of Personnel Resources","purchasing agents, except wholesale, retail, and farm products business finance accounting analysis planning operations reading comprehension active listening writing speaking mathematics science critical thinking active learning learning strategies monitoring social perceptiveness coordination persuasion negotiation instructing service orientation complex problem solving operations analysis technology design equipment selection installation programming operations monitoring operation and control equipment maintenance troubleshooting repairing quality control analysis judgment and decision making systems analysis systems evaluation time management management of financial resources management of material resources management of personnel resources"
13-1031.00,"Claims Adjusters, Examiners, and Investigators",13,"Claims Adjusters, Examiners, and Investigators business finance accounting analysis planning operations Reading Comprehension Active Listening Writing Speaking Mathematics Science Critical Thinking Active Learning Learning Strategies Monitoring Social Perceptiveness Coordination Persuasion Negotiation Instructing Service Orientation Complex Problem Solving Operations Analysis Technology Design Equipment Selection Installation Programming Operations Monitoring Operation and Control Equipment Maintenance Troubleshooting Repairing Quality Control Analysis Judgment and Decision Making Systems Analysis Systems Evaluation Time Management Management of Financial Resources Management of Material Resources Management of Personnel Resources","claims adjusters, examiners, and investigators business finance accounting analysis planning operations reading comprehension active listening writing speaking mathematics science critical thinking active learning learning strategies monitoring social perceptiveness coordination persuasion negotiation instructing service orientation complex problem solving operations analysis technology design equipment selection installation programming operations monitoring operation and control equipment maintenance troubleshooting repairing quality control analysis judgment and decision making systems analysis systems evaluation time management management of financial resources management of material resources management of personnel resources"
13-1032.00,"Insurance Appraisers, Auto Damage",13,"Insurance Appraisers, Auto Damage business finance accounting analysis planning operations Reading Comprehension Active Listening Writing Speaking Mathematics Science Critical Thinking Active Learning Learning Strategies Monitoring Social Perceptiveness Coordination Persuasion Negotiation Instructing Service Orientation Complex Problem Solving Operations Analysis Technology Design Equipment Selection Installation Programming Operations Monitoring Operation and Control Equipment Maintenance Troubleshooting Repairing Quality Control Analysis Judgment and Decision Making Systems Analysis Systems Evaluation Time Management Management of Financial Resources Management of Material Resources Management of Personnel Resources","insurance appraisers, auto damage business finance accounting analysis planning operations reading comprehension active listening writing speaking mathematics science critical thinking active learning learning strategies monitoring social perceptiveness coordination persuasion negotiation instructing service orientation complex problem solving operations analysis technology design equipment selection installation programming operations monitoring operation and control equipment maintenance troubleshooting repairing quality control analysis judgment and decision making systems analysis systems evaluation time management management of financial resources management of material resources management of personnel resources"
13-1041.00,Compliance Officers,13,Compliance Officers business finance accounting analysis planning operations Reading Comprehension Active Listening Writing Speaking Mathematics Science Critical Thinking Active Learning Learning Strategies Monitoring Social Perceptiveness Coordination Persuasion Negotiation Instructing Service Orientation Complex Problem Solving Operations Analysis Technology Design Equipment Selection Installation Programming Operations Monitoring Operation and Control Equipment Maintenance Troubleshooting Repairing Quality Control Analysis Judgment and Decision Making Systems Analysis Systems Evaluation Time Management Management of Financial Resources Management of Material Resources Management of Personnel Resources,compliance officers business finance accounting analysis planning operations reading comprehension active listening writing speaking mathematics science critical thinking active learning learning strategies monitoring social perceptiveness coordination persuasion negotiation instructing service orientation complex problem solving operations analysis technology design equipment selection installation programming operations monitoring operation and control equipment maintenance troubleshooting repairing quality control analysis judgment and decision making systems analysis systems evaluation time management management of financial resources management of material resources management of personnel resources
13-1041.01,Environmental Compliance Inspectors,13,Environmental Compliance Inspectors business finance accounting analysis planning operations Reading Comprehension Active Listening Writing Speaking Mathematics Science Critical Thinking Active Learning Learning Strategies Monitoring Social Perceptiveness Coordination Persuasion Negotiation Instructing Service Orientation Complex Problem Solving Operations Analysis Technology Design Equipment Selection Installation Programming Operations Monitoring Operation and Control Equipment Maintenance Troubleshooting Repairing Quality Control Analysis Judgment and Decision Making Systems Analysis Systems Evaluation Time Management Management of Financial Resources Management of Material Resources Management of Personnel Resources,environmental compliance inspectors business finance accounting analysis planning operations reading comprehension active listening writing speaking mathematics science critical thinking active learning learning strategies monitoring social perceptiveness coordination persuasion negotiation instructing service orientation complex problem solving operations analysis technology design equipment selection installation programming operations monitoring operation and control equipment maintenance troubleshooting repairing quality control analysis judgment and decision making systems analysis systems evaluation time management management of financial resources management of material resources management of personnel resources
13-1041.03,Compliance Officers (Specialization),13,Compliance Officers (Specialization) business finance accounting analysis planning operations Reading Comprehension Active Listening Writing Speaking Mathematics Science Critical Thinking Active Learning Learning Strategies Monitoring Social Perceptiveness Coordination Persuasion Negotiation Instructing Service Orientation Complex Problem Solving Operations Analysis Technology Design Equipment Selection Installation Programming Operations Monitoring Operation and Control Equipment Maintenance Troubleshooting Repairing Quality Control Analysis Judgment and Decision Making Systems Analysis Systems Evaluation Time Management Management of Financial Resources Management of Material Resources Management of Personnel Resources,compliance officers (specialization) business finance accounting analysis planning operations reading comprehension active listening writing speaking mathematics science critical thinking active learning learning strategies monitoring social perceptiveness coordination persuasion negotiation instructing service orientation complex problem solving operations analysis technology design equipment selection installation programming operations monitoring operation and control equipment maintenance troubleshooting repairing quality control analysis judgment and decision making systems analysis systems evaluation time management management of financial resources management of material resources management of personnel resources
13-1041.04,Compliance Officers (Specialization),13,Compliance Officers (Specialization) business finance accounting analysis planning operations Reading Comprehension Active Listening Writing Speaking Mathematics Science Critical Thinking Active Learning Learning Strategies Monitoring Social Perceptiveness Coordination Persuasion Negotiation Instructing Service Orientation Complex Problem Solving Operations Analysis Technology Design Equipment Selection Installation Programming Operations Monitoring Operation and Control Equipment Maintenance Troubleshooting Repairing Quality Control Analysis Judgment and Decision Making Systems Analysis Systems Evaluation Time Management Management of Financial Resources Management of Material Resources Management of Personnel Resources,compliance officers (specialization) business finance accounting analysis planning operations reading comprehension active listening writing speaking mathematics science critical thinking active learning learning strategies monitoring social perceptiveness coordination persuasion negotiation instructing service orientation complex problem solving operations analysis technology design equipment selection installation programming operations monitoring operation and control equipment maintenance troubleshooting repairing quality control analysis judgment and decision making systems analysis systems evaluation time management management of financial resources management of material resources management of personnel resources
13-1041.06,Coroners,13,Coroners business finance accounting analysis planning operations Reading Comprehension Active Listening Writing Speaking Mathematics Science Critical Thinking Active Learning Learning Strategies Monitoring Social Perceptiveness Coordination Persuasion Negotiation Instructing Service Orientation Complex Problem Solving Operations Analysis Technology Design Equipment Selection Installation Programming Operations Monitoring Operation and Control Equipment Maintenance Troubleshooting Repairing Quality Control Analysis Judgment and Decision Making Systems Analysis Systems Evaluation Time Management Management of Financial Resources Management of Material Resources Management of Personnel Resources,coroners business finance accounting analysis planning operations reading comprehension active listening writing speaking mathematics science critical thinking active learning learning strategies monitoring social perceptiveness coordination persuasion negotiation instructing service orientation complex problem solving operations analysis technology design equipment selection installation programming operations monitoring operation and control equipment maintenance troubleshooting repairing quality control analysis judgment and decision making systems analysis systems evaluation time management management of financial resources management of material resources management of personnel resources
13-1041.07,Regulatory Affairs Specialists,13,Regulatory Affairs Specialists business finance accounting analysis planning operations Reading Comprehension Active Listening Writing Speaking Mathematics Science Critical Thinking Active Learning Learning Strategies Monitoring Social Perceptiveness Coordination Persuasion Negotiation Instructing Service Orientation Complex Problem Solving Operations Analysis Technology Design Equipment Selection Installation Programming Operations Monitoring Operation and Control Equipment Maintenance Troubleshooting Repairing Quality Control Analysis Judgment and Decision Making Systems Analysis Systems Evaluation Time Management Management of Financial Resources Management of Material Resources Management of Personnel Resources,regulatory affairs specialists business finance accounting analysis planning operations reading comprehension active listening writing speaking mathematics science critical thinking active learning learning strategies monitoring social perceptiveness coordination persuasion negotiation instructing service orientation complex problem solving operations analysis technology design equipment selection installation programming operations monitoring operation and control equipment maintenance troubleshooting repairing quality control analysis judgment and decision making systems analysis systems evaluation time management management of financial resources management of material resources management of personnel resources
13-1041.08,Compliance Officers (Specialization),13,Compliance Officers (Specialization) business finance accounting analysis planning operations Reading Comprehension Active Listening Writing Speaking Mathematics Science Critical Thinking Active Learning Learning Strategies Monitoring Social Perceptiveness Coordination Persuasion Negotiation Instructing Service Orientation Complex Problem Solving Operations Analysis Technology Design Equipment Selection Installation Programming Operations Monitoring Operation and Control Equipment Maintenance Troubleshooting Repairing Quality Control Analysis Judgment and Decision Making Systems Analysis Systems Evaluation Time Management Management of Financial Resources Management of Material Resources Management of Personnel Resources,compliance officers (specialization) business finance accounting analysis planning operations reading comprehension active listening writing speaking mathematics science critical thinking active learning learning strategies monitoring social perceptiveness coordination persuasion negotiation instructing service orientation complex problem solving operations analysis technology design equipment selection installation programming operations monitoring operation and control equipment maintenance troubleshooting repairing quality control analysis judgment and decision making systems analysis systems evaluation time management management of financial resources management of material resources management of personnel resources
13-1051.00,Cost Estimators,13,Cost Estimators business finance accounting analysis planning operations Reading Comprehension Active Listening Writing Speaking Mathematics Science Critical Thinking Active Learning Learning Strategies Monitoring Social Perceptiveness Coordination Persuasion Negotiation Instructing Service Orientation Complex Problem Solving Operations Analysis Technology Design Equipment Selection Installation Programming Operations Monitoring Operation and Control Equipment Maintenance Troubleshooting Repairing Quality Control Analysis Judgment and Decision Making Systems Analysis Systems Evaluation Time Management Management of Financial Resources Management of Material Resources Management of Personnel Resources,cost estimators business finance accounting analysis planning operations reading comprehension active listening writing speaking mathematics science critical thinking active learning learning strategies monitoring social perceptiveness coordination persuasion negotiation instructing service orientation complex problem solving operations analysis technology design equipment selection installation programming operations monitoring operation and control equipment maintenance troubleshooting repairing quality control analysis judgment and decision making systems analysis systems evaluation time management management of financial resources management of material resources management of personnel resources
13-1071.00,Human Resources Specialists,13,Human Resources Specialists business finance accounting analysis planning operations Reading Comprehension Active Listening Writing Speaking Mathematics Science Critical Thinking Active Learning Learning Strategies Monitoring Social Perceptiveness Coordination Persuasion Negotiation Instructing Service Orientation Complex Problem Solving Operations Analysis Technology Design Equipment Selection Installation Programming Operations Monitoring Operation and Control Equipment Maintenance Troubleshooting Repairing Quality Control Analysis Judgment and Decision Making Systems Analysis Systems Evaluation Time Management Management of Financial Resources Management of Material Resources Management of Personnel Resources,human resources specialists business finance accounting analysis planning operations reading comprehension active listening writing speaking mathematics science critical thinking active learning learning strategies monitoring social perceptiveness coordination persuasion negotiation instructing service orientation complex problem solving operations analysis technology design equipment selection installation programming operations monitoring operation and control equipment maintenance troubleshooting repairing quality control analysis judgment and decision making systems analysis systems evaluation time management management of financial resources management of material resources management of personnel resources
13-1074.00,Farm Labor Contractors,13,Farm Labor Contractors business finance accounting analysis planning operations Reading Comprehension Active Listening Writing Speaking Mathematics Science Critical Thinking Active Learning Learning Strategies Monitoring Social Perceptiveness Coordination Persuasion Negotiation Instructing Service Orientation Complex Problem Solving Operations Analysis Technology Design Equipment Selection Installation Programming Operations Monitoring Operation and Control Equipment Maintenance Troubleshooting Repairing Quality Control Analysis Judgment and Decision Making Systems Analysis Systems Evaluation Time Management Management of Financial Resources Management of Material Resources Management of Personnel Resources,farm labor contractors business finance accounting analysis planning operations reading comprehension active listening writing speaking mathematics science critical thinking active learning learning strategies monitoring social perceptiveness coordination persuasion negotiation instructing service orientation complex problem solving operations analysis technology design equipment selection installation programming operations monitoring operation and control equipment maintenance troubleshooting repairing quality control analysis judgment and decision making systems analysis systems evaluation time management management of financial resources management of material resources management of personnel resources
13-1075.00,Labor Relations Specialists,13,Labor Relations Specialists business finance accounting analysis planning operations Reading Comprehension Active Listening Writing Speaking Mathematics Science Critical Thinking Active Learning Learning Strategies Monitoring Social Perceptiveness Coordination Persuasion Negotiation Instructing Service Orientation Complex Problem Solving Operations Analysis Technology Design Equipment Selection Installation Programming Operations Monitoring Operation and Control Equipment Maintenance Troubleshooting Repairing Quality Control Analysis Judgment and Decision Making Systems Analysis Systems Evaluation Time Management Management of Financial Resources Management of Material Resources Management of Personnel Resources,labor relations specialists business finance accounting analysis planning operations reading comprehension active listening writing speaking mathematics science critical thinking active learning learning strategies monitoring social perceptiveness coordination persuasion negotiation instructing service orientation complex problem solving operations analysis technology design equipment selection installation programming operations monitoring operation and control equipment maintenance troubleshooting repairing quality control analysis judgment and decision making systems analysis systems evaluation time management management of financial resources management of material resources management of personnel resources
13-1081.00,Logisticians,13,Logisticians business finance accounting analysis planning operations Reading Comprehension Active Listening Writing Speaking Mathematics Science Critical Thinking Active Learning Learning Strategies Monitoring Social Perceptiveness Coordination Persuasion Negotiation Instructing Service Orientation Complex Problem Solving Operations Analysis Technology Design Equipment Selection Installation Programming Operations Monitoring Operation and Control Equipment Maintenance Troubleshooting Repairing Quality Control Analysis Judgment and Decision Making Systems Analysis Systems Evaluation Time Management Management of Financial Resources Management of Material Resources Management of Personnel Resources,logisticians business finance accounting analysis planning operations reading comprehension active listening writing speaking mathematics science critical thinking active learning learning strategies monitoring social perceptiveness coordination persuasion negotiation instructing service orientation complex problem solving operations analysis technology design equipment selection installation programming operations monitoring operation and control equipment maintenance troubleshooting repairing quality control analysis judgment and decision making systems analysis systems evaluation time management management of financial resources management of material resources management of personnel resources
13-1081.01,Logisticians (Specialization),13,Logisticians (Specialization) business finance accounting analysis planning operations Reading Comprehension Active Listening Writing Speaking Mathematics Science Critical Thinking Active Learning Learning Strategies Monitoring Social Perceptiveness Coordination Persuasion Negotiation Instructing Service Orientation Complex Problem Solving Operations Analysis Technology Design Equipment Selection Installation Programming Operations Monitoring Operation and Control Equipment Maintenance Troubleshooting Repairing Quality Control Analysis Judgment and Decision Making Systems Analysis Systems Evaluation Time Management Management of Financial Resources Management of Material Resources Management of Personnel Resources,logisticians (specialization) business finance accounting analysis planning operations reading comprehension active listening writing speaking mathematics science critical thinking active learning learning strategies monitoring social perceptiveness coordination persuasion negotiation instructing service orientation complex problem solving operations analysis technology design equipment selection installation programming operations monitoring operation and control equipment maintenance troubleshooting repairing quality control analysis judgment and decision making systems analysis systems evaluation time management management of financial resources management of material resources management of personnel resources
13-1081.02,Logisticians (Specialization),13,Logisticians (Specialization) business finance accounting analysis planning operations Reading Comprehension Active Listening Writing Speaking Mathematics Science Critical Thinking Active Learning Learning Strategies Monitoring Social Perceptiveness Coordination Persuasion Negotiation Instructing Service Orientation Complex Problem Solving Operations Analysis Technology Design Equipment Selection Installation Programming Operations Monitoring Operation and Control Equipment Maintenance Troubleshooting Repairing Quality Control Analysis Judgment and Decision Making Systems Analysis Systems Evaluation Time Management Management of Financial Resources Management of Material Resources Management of Personnel Resources,logisticians (specialization) business finance accounting analysis planning operations reading comprehension active listening writing speaking mathematics science critical thinking active learning learning strategies monitoring social perceptiveness coordination persuasion negotiation instructing service orientation complex problem solving operations analysis technology design equipment selection installation programming operations monitoring operation and control equipment maintenance troubleshooting repairing quality control analysis judgment and decision making systems analysis systems evaluation time management management of financial resources management of material resources management of personnel resources
13-1111.00,Management Analysts,13,Management Analysts business finance accounting analysis planning operations Reading Comprehension Active Listening Writing Speaking Mathematics Science Critical Thinking Active Learning Learning Strategies Monitoring Social Perceptiveness Coordination Persuasion Negotiation Instructing Service Orientation Complex Problem Solving Operations Analysis Technology Design Equipment Selection Installation Programming Operations Monitoring Operation and Control Equipment Maintenance Troubleshooting Repairing Quality Control Analysis Judgment and Decision Making Systems Analysis Systems Evaluation Time Management Management of Financial Resources Management of Material Resources Management of Personnel Resources,management analysts business finance accounting analysis planning operations reading comprehension active listening writing speaking mathematics science critical thinking active learning learning strategies monitoring social perceptiveness coordination persuasion negotiation instructing service orientation complex problem solving operations analysis technology design equipment selection installation programming operations monitoring operation and control equipment maintenance troubleshooting repairing quality control analysis judgment and decision making systems analysis systems evaluation time management management of financial resources management of material resources management of personnel resources
